,address,lifetime,most_active_day,activity_days,in_vs_out,num_in,num_out,addresses_in_out,median_delay,mean_delay,max_delay,min_delay,total_sent,total_recv,avg_out,avg_in,max_diff
18,1LipVAY6SoRicyojGNnbYTaeKHr88ASvkA,27058751.0,6,22,1.0833333333333333,39,36,0,488578.0,492094.77777777775,1709146.0,21912.0,220917099,220871799,308986.4166666667,296155.3076923077,270930.0
19,bc1qcdyj5duy8jftlft44mqs24p4qjafglta7naf5e,6827771.0,3,7,2.0,8,4,0,282326.5,282326.5,549867.0,14786.0,11319233,11319233,2478302.75,1239151.375,2933144.0
20,1atvWNyskiCeSWMpivpJVRYTTB9StBXwo,179360.0,1,2,1.0,1,1,0,179360.0,179360.0,179360.0,179360.0,479000,479000,479000.0,479000.0,0.0
21,3NiE4TmyxnFxkTBWTGvDRihr1mvc7B7JLR,23812.0,2,1,1.0,1,1,0,23812.0,23812.0,23812.0,23812.0,0,0,41100.0,41100.0,41100.0
22,bc1q2nnpx5eltgvuqfhpad5gc6gdhlg3r27k9shnuq,11777892.0,1,25,24.0,24,1,0,287366.0,287366.0,287366.0,287366.0,3371313,3098678,3028384.0,107856.625,0.0
23,1LMqoWs33NUWqPJYPJNkHZGxHg61EUwy2g,2555699.0,6,20,0.9230769230769231,24,26,0,52343.5,64310.5,160328.0,6808.0,37962293,37962293,542788.9230769231,577129.6666666666,1120900.0
24,37uYWJMxDhNyKE7s1foc7LuVsins4ya6iv,43799.0,2,1,1.0,1,1,0,43799.0,43799.0,43799.0,43799.0,30336228,30336228,30336228.0,30336228.0,30336228.0
25,3DJvR8sajW3siJ5JRLtfPCkMfUnw2NbK1T,1202068.0,1,2,1.0,1,1,0,1202068.0,1202068.0,1202068.0,1202068.0,0,0,189539.0,189539.0,0.0
26,3CUSC5GVnns41fepix6c6XsmvQyP7mCzZq,6489180.0,4,20,0.9230769230769231,24,26,0,51976.0,64649.8,152188.0,16344.0,103892712,103892712,3490751.846153846,3315238.0833333335,3649797.0
27,3Kx2sKvVc726f4sJpSZCGhGyXfB2i2RbmU,1254766.0,1,2,1.0,1,1,0,1254766.0,1254766.0,1254766.0,1254766.0,636329,636329,636329.0,636329.0,0.0
28,3NUC1yaXeQ4Cago4JdBy89ckawfy53emJq,1837.0,2,1,1.0,1,1,0,1837.0,1837.0,1837.0,1837.0,788462398,788462398,788462398.0,788462398.0,788462398.0
29,3QS2m7psE2bh1CcCucPUFSv7D5RGxiszMz,6921059.0,3,12,1.0,8,8,0,46686.0,294531.6,1223079.0,7728.0,1906886,1906886,238360.75,238360.75,272866.0
30,3EzKZ7S7btjTky4GCpMnCWyUvTPCzb3orK,5370.0,2,1,1.0,1,1,0,5370.0,5370.0,5370.0,5370.0,153325769,153325769,153325769.0,153325769.0,153325769.0
31,1AoLtsfs73jGFu7e4gcUJunvYxn28db39K,637.0,2,1,1.0,1,1,0,637.0,637.0,637.0,637.0,996735,996735,996735.0,996735.0,996735.0
32,374GpPXLYqWEopjyjRAvVVYqZw9MvNfsPr,11741470.0,3,18,0.9230769230769231,12,13,0,22485.0,282974.375,1176808.0,2075.0,389247,389247,29942.076923076922,28462.583333333332,144104.0
33,bc1q6j90jnw5ll8f6jal659nwv3qnx6p9amzcl4rkp,5504.0,2,1,1.0,1,1,0,5504.0,5504.0,5504.0,5504.0,0,0,1594493.0,1594493.0,1594493.0
34,1M84khTzmneNde6iQpvvtn5gTw16heFNUP,0.0,2,1,1.0,1,1,0,0.0,0.0,0.0,0.0,246397,246397,246397.0,246397.0,246397.0
35,3Bs4fuxbUswYp5CgAmxEiachhTaPmK36RA,23558.0,2,1,1.0,1,1,0,23558.0,23558.0,23558.0,23558.0,51300,51300,51300.0,51300.0,51300.0
36,3KoQ9PHDYBY8r98PkUnMj1rri6eC5gK15B,30240.0,1,2,1.0,1,1,0,30240.0,30240.0,30240.0,30240.0,25395,25395,25395.0,25395.0,0.0
37,1BN7karzNTYE6dpSxpUUJ94uk8Gz3spLrp,17626707.0,6,22,2.125,51,24,0,387447.0,315098.85714285716,635727.0,7804.0,217407676,217407676,6494799.5,3056376.2352941176,2726777.0
38,bc1qzwj86mcyry52y73x8aueg65f6qs2ky3vswz9ey,3570056.0,3,2,1.0,2,2,1,3565639.0,3565639.0,3565639.0,3565639.0,963925,963925,481962.5,481962.5,963925.0
39,1LUUX5WGX8smpBheKPZxiZbBgipd3VJmQJ,560.0,2,1,1.0,1,1,0,560.0,560.0,560.0,560.0,600000,600000,600000.0,600000.0,600000.0
40,38kqHNXgp9MdtEyVpV5HyNoo4ia4R3zVDf,7607.0,2,1,1.0,1,1,0,7607.0,7607.0,7607.0,7607.0,127426,127426,127426.0,127426.0,127426.0
41,bc1qx57e54qrksaxwxjen2yup8p3ljve2d05e4n9dr,1376120.0,5,4,0.625,5,8,0,634.0,6463.0,24584.0,0.0,512721,505777,50976.5,82951.2,160465.0
42,15wHi7D9bJST52WQSEqJUWf8aCfScxeDax,3822943.0,36,14,1.2727272727272727,126,99,0,46936.0,42084.22222222222,59528.0,15276.0,333771672,333512381,298218.63636363635,222254.0,579386.0
43,36yN2XoipzBYAYhp9dgXF33uMjDdVT8vEk,11131741.0,12,10,0.6666666666666666,20,30,0,549464.0,549464.0,549464.0,549464.0,5552161,5552161,104026.53333333334,68752.3,0.0
44,1FJMAgLgsjieJh5a4FdgmCYzYU9nJzTU4D,732079.0,65,10,1.2727272727272727,182,143,0,15322.0,24374.428571428572,72444.0,2704.0,78470778,78470778,195152.9090909091,163136.92857142858,497257.0
45,18QbRHK7kvnUQ6RcuDvizXPHhmzRFX2Xwi,12455088.0,8,13,0.9230769230769231,48,52,0,5458.0,5330.0,7616.0,3130.0,436909714,436909714,3412414.076923077,3186556.4166666665,2297964.0
46,3Gt65qUgLGtfkvaVCkoYEihL7guJiYGoai,141575.0,2,2,2.0,2,1,0,104534.0,104534.0,104534.0,104534.0,151565,151565,151565.0,75782.5,0.0
47,3PwvnTq4fyQ9yeYmwkMf8FyNctJxccQdES,1385504.0,45,17,0.9230769230769231,180,195,0,7008.0,10631.0,20212.0,4817.0,4714615120,4714615120,3945317.769230769,3690225.5,4721844.0
48,3FLWmxiqUNWZEyYru14Yu5HiPLJZJ44yqA,19356482.0,10,15,1.2727272727272727,14,11,0,8373267.0,8373267.0,8373267.0,8373267.0,108632,65482,4503.181818181818,6620.357142857143,0.0
49,3AcSsP1f2VXBkXFYD3NtC97jd9pTbWNFvb,5283907.0,132,14,1.0833333333333333,156,144,0,1240849.0,1240849.0,1240849.0,1240849.0,805984902,782247569,1375101.4166666667,1071952.3846153845,0.0
50,1ED9Tmek1bSZHhDJEX9y7eQXhuoWNK5Z7j,2726.0,3,1,2.0,2,1,0,2156.0,2156.0,2156.0,2156.0,2405952,2405952,2405952.0,1202976.0,2405952.0
51,164vdtDHr41DEosq7MgUee82Q8cYDYzBN2,2035752.0,20,16,1.5,75,50,0,51788.0,56777.0,119172.0,20010.0,94593075,94593075,1156768.0,771178.6666666666,911937.0
52,32z7YDp3E31GM6wc5wpPTNEYq7rw66qDQP,5527.0,2,1,1.0,1,1,0,5527.0,5527.0,5527.0,5527.0,181000,181000,181000.0,181000.0,181000.0
53,bc1q2dvl8md334n65gpl3zykgeamql0ggrkftk80f4,11777142.0,3,9,5.5,11,2,0,3201.0,3201.0,3201.0,3201.0,34405738,13614329,6807164.5,3127794.3636363638,5542644.0
54,1D3VvUw9u2vtEGag5eRAPXbmbH8u4i5YRJ,796489.0,1,2,1.0,1,1,0,796489.0,796489.0,796489.0,796489.0,467366,467366,467366.0,467366.0,0.0
55,1DunsBH5efhDm9BHz55MPJBstdbxeTf4Xx,25595.0,7,1,1.3333333333333333,4,3,0,1164.0,1164.0,1164.0,1164.0,1861842082,1861842082,620614027.3333334,465460520.5,1861842082.0
56,16u4QY7ZKvFJqkH4xPB7ArcTcHceoj38DY,477672.0,1,2,1.0,1,1,0,477672.0,477672.0,477672.0,477672.0,19268,19268,19268.0,19268.0,0.0
57,1gRhaHCzxX3wtD42PDkgtYF52U8uPvwK5,8681.0,8,1,1.6666666666666667,5,3,0,1457.0,1457.0,2914.0,0.0,14369919,14369919,4789973.0,2873983.8,14369919.0
58,38o18VzVdnqVXzapY6MgRmc8PUhyy1QMms,1692364.0,10,14,0.9230769230769231,60,65,0,10642.0,25501.0,115258.0,4011.0,20560090,20560090,163007.38461538462,167360.66666666666,195364.0
59,3Qj1PojcvvARWodh4Mc57GaEeiMJYKc8qQ,8580102.0,3,9,1.25,10,8,0,5001.0,5875.714285714285,11207.0,594.0,33780066,33780066,4222508.25,3378006.6,3806250.0
60,bc1q83jfg3c47s7xnef3urxxj3uxrhmhgzd3dc0usd,2085.0,2,1,1.0,1,1,0,2085.0,2085.0,2085.0,2085.0,437244483,437244483,437244483.0,437244483.0,437244483.0
61,1FcySiz46JjQkeKi8w2ub5a9TkEKMj1GNh,4855.0,2,1,1.0,1,1,0,4855.0,4855.0,4855.0,4855.0,422952,422952,422952.0,422952.0,422952.0
62,16iWFjbkStMJvQrXA6CmPjvSC1AvAShziG,2239857.0,2,3,1.0,2,2,0,1529962.0,1529962.0,1529962.0,1529962.0,11492152,11492152,5746076.0,5746076.0,0.0
63,1qggS6q6jnesBft2t5HFkNzEQaErdbrgJ,3111206.0,4,23,3.1666666666666665,38,12,0,87857.0,84834.5,143543.0,35665.0,105345381,92514378,7289218.833333333,1264655.0,1411131.0
64,361eE7jE6vATW5NSMiqG5XiZYqzgczAZbM,2878.0,2,1,1.0,1,1,0,2878.0,2878.0,2878.0,2878.0,1177524,1177524,1177524.0,1177524.0,1177524.0
65,bc1q306y6mhf8m6sagnle4jn802tyrzyqs7w7jusv0,80894.0,2,1,1.0,1,1,0,80894.0,80894.0,80894.0,80894.0,7500000000,7500000000,7500000000.0,7500000000.0,7500000000.0
66,3GcwSkwZjAN8rwkAhgwo9yKruytwZG7nyK,583.0,2,1,1.0,1,1,0,583.0,583.0,583.0,583.0,382000,382000,382000.0,382000.0,382000.0
67,37ZvobNhD5t3C3WxXYX1PmMv1YspNenXTA,506.0,2,1,1.0,1,1,0,506.0,506.0,506.0,506.0,1396060,1396060,1396060.0,1396060.0,1396060.0
68,38fzyw7ah7rARwSDAkZnq6PMYB2Kw3rjNj,51854.0,2,1,1.0,1,1,0,51854.0,51854.0,51854.0,51854.0,300400,300400,300400.0,300400.0,300400.0
69,33r3VW6P5pi8TAWG8ZV2Rv2NeEexWePiHc,503335.0,1008,6,1.2727272727272727,1764,1386,0,12773.5,11689.5,22152.0,0.0,2307941814030,2307941814030,117112299.54545455,92436974.78571428,594117646.0
70,37YbpTHsc6S6K5pkEhL5jLi6X7XHqMQKZq,27227.0,1,2,1.0,1,1,0,27227.0,27227.0,27227.0,27227.0,5564643,5564643,5564643.0,5564643.0,0.0
71,3LjLvweo1uDVL1WgLQrKLjRGrPcuZjN6yZ,23812.0,2,1,1.0,1,1,0,23812.0,23812.0,23812.0,23812.0,41100,41100,41100.0,41100.0,41100.0
72,3HreN2MmMyebiy84D42GCU7vnLpidx84sY,23558.0,2,1,1.0,1,1,0,23558.0,23558.0,23558.0,23558.0,40800,40800,40800.0,40800.0,40800.0
73,1LZw8byJ4AYo1XQszmoKFYhzMsQdu44ncF,1399634.0,1,2,1.0,1,1,0,1399634.0,1399634.0,1399634.0,1399634.0,305831,305831,305831.0,305831.0,0.0
74,1BHaET75HQyFx1VtrCBW3Kmai1dmdE9JCB,12213395.0,12,16,0.7857142857142857,33,42,0,117170.0,204036.5,556977.0,24829.0,35870541,33223394,540031.1428571428,635605.2727272727,1660085.0
75,371DGuL1MTNCsW3bitQVaMCa1dUq8VdHE1,12534940.0,24,15,0.3888888888888889,21,54,0,103623.0,117933.2,292761.0,13759.0,2352748,2352748,32815.22222222222,73899.0,3802.0
76,1KWYEywNPJkXxEMgptv9ykfwGWoUqFBu5i,7757259.0,1,6,1.0,3,3,0,2163818.0,2163818.0,2163818.0,2163818.0,12967951,12967951,4322650.333333333,4322650.333333333,0.0
77,15PY1zRPgafpGQwqZH1jwEsmGJbmQKZuY3,4018887.0,1,10,1.0,5,5,0,99556.0,126326.33333333333,261483.0,17940.0,2516300,2516300,503260.0,503260.0,0.0
78,3FdNSHiz3RD7QhMmHd3HSeqRCMgG5Wgzbm,60991.0,1,2,1.0,1,1,0,60991.0,60991.0,60991.0,60991.0,264995,264995,264995.0,264995.0,0.0
79,3GcY84dwBBjgddWuiR8vvJrw3LpfkCz3wp,1559398.0,2,7,1.0,4,4,0,426997.0,426997.0,426997.0,426997.0,241621,241621,60405.25,60405.25,0.0
80,34zp2qgZUfc8U6x2Lii28zwRP9h1XmPSwe,1039851.0,10,13,0.9230769230769231,60,65,0,2245.0,2710.3,5247.0,310.0,21416556,21416556,151595.0,149238.25,146901.0
81,36iBj8x683DfNt2gjY7gEmZinzuRAwPnfg,5835639.0,4,15,1.5,15,10,0,3692.0,23500.333333333332,154603.0,302.0,14429214,13181087,609310.6,509522.13333333336,648346.0
82,3Cdt6QTSkurMQwuPgSUWLQnSadaVwUyn7E,8436.0,2,1,1.0,1,1,0,8436.0,8436.0,8436.0,8436.0,1004940,1004940,1004940.0,1004940.0,1004940.0
83,bc1qv938v2upwfh3rx6qhr9jacs0ztjsgrl92rljzg,3369925.0,6,22,4.0,60,15,0,65900.0,87682.0,225738.0,6604.0,15988040,15163838,615746.6,158727.5,1061047.0
84,3BSMz2iBhCZeWckLQv4orX797hhJzSA1DL,4308217.0,2,11,1.0,6,6,0,204521.0,175752.2,399264.0,11033.0,236302,236302,39383.666666666664,39383.666666666664,16039.0
85,3E3J8riwr9Lr73M3tV6Ys9DAAjXgZsAgyt,8460405.0,2,13,1.25,10,8,0,72035.0,147170.0,444713.0,40105.0,5380404,5380404,672550.5,538040.4,550966.0
86,38RHjZNtjfU9obdRJBJSrtms1KboZPZvFC,1984.0,2,1,1.0,1,1,0,1984.0,1984.0,1984.0,1984.0,36645340,36645340,36645340.0,36645340.0,36645340.0
87,394AhdVeX4ihk9a7KHwAzNko4EJHoEYCqP,119272.0,1,2,1.0,1,1,0,119272.0,119272.0,119272.0,119272.0,510000,510000,510000.0,510000.0,0.0
88,3GL7DJy1moxfD6yfFr1Fx7C9TMaiF72xpr,6693655.0,3,15,0.9230769230769231,12,13,0,6614.0,54766.444444444445,236742.0,764.0,1324756,1324756,101904.30769230769,60427.5,21670.0
89,3EQxesWU2WNQFUz6WppiGbcaXcdgf9SvDN,625340.0,4,4,1.0,4,4,0,671.0,1270.6666666666667,2772.0,369.0,841399,841399,210349.75,210349.75,304436.0
90,3GrixDJsanCf2XBQe3EujK4Yxj1ohN6upj,4961123.0,2,4,1.0,3,3,0,22996.5,22996.5,43837.0,2156.0,696071,696071,232023.66666666666,232023.66666666666,130208.0
91,3MMSGV1e4NiioiRr82k1DqkSv8DMHUK99b,18611414.0,2,22,0.5625,9,16,0,289787.5,289787.5,460011.0,119564.0,81485315,81485315,2869153.3125,4918342.777777778,0.0
92,13m4HX5JZN24RQjSTWUdA3jvFcxtVj8XHw,1647666.0,5,12,0.9230769230769231,12,13,0,40921.5,37280.625,66204.0,1019.0,60129987,60129987,1126084.076923077,990757.75,222911.0
93,1Hy5wm3vEpZs4Q2fAFdDxUJYfWZFrup8PL,1983216.0,2,3,1.0,2,2,0,5654.0,5654.0,5654.0,5654.0,2344,2344,1172.0,1172.0,1344.0
94,126xLjhrXcxCPAAPFH8epvBHKGteFDBv8c,27714.0,2,1,1.0,1,1,0,27714.0,27714.0,27714.0,27714.0,1325173,1325173,1325173.0,1325173.0,1325173.0
95,3LJtZCSsEVau2zvLkmKrJi8WLw1S9oJBPF,1606780.0,18,18,2.5714285714285716,162,63,0,24260.0,24342.5,47717.0,727.0,183514554,183514554,2983506.714285714,1106197.0555555555,1066000.0
96,1AZBrLU79NwoKTqrdkZCA2MKGWsLhFdd8k,10346007.0,3,11,1.0,8,8,0,692805.0,692805.0,1250586.0,135024.0,729219,729219,91152.375,91152.375,0.0
97,1AuGneQTUi7XMgn9yE4Piug9PHRfZdr8Jo,27540.0,2,1,1.0,1,1,0,27540.0,27540.0,27540.0,27540.0,2288469,2288469,2288469.0,2288469.0,2288469.0
98,38FMo8gHq8aCmKXsNki8y1BCeX3WDKKb1D,755.0,2,1,1.0,1,1,0,755.0,755.0,755.0,755.0,333280,333280,333280.0,333280.0,333280.0
99,14eDcB8wKhPrGQeDqb3CNgPUQg299B5TyK,255552.0,1,2,1.0,1,1,0,255552.0,255552.0,255552.0,255552.0,8002571,8002571,8002571.0,8002571.0,0.0
100,1A36x8ymJBbfoocoDr7C19LJdWtsEeAiAg,1036598.0,30,13,1.0833333333333333,130,120,0,16965.0,24854.909090909092,54125.0,2835.0,547062573,547062573,1843749.5833333333,1841908.076923077,1870568.0
101,3GdT1oWyovAKW5MwYC2zLhac7Y7uBhkcHN,2480.0,2,1,1.0,1,1,0,2480.0,2480.0,2480.0,2480.0,100000000,100000000,100000000.0,100000000.0,100000000.0
102,15iw1QExyMssiddPPdz1ZEsb9yneixk7ig,28755902.0,3,10,1.0,8,8,0,10373.0,14630.142857142857,36080.0,2761.0,396074,396074,49509.25,49509.25,9632.0
103,18sHxQJ2KLcvmDSGxKQkcSDxQtgNM8aVMP,1609203.0,3,6,1.0,4,4,0,22207.0,22207.0,22207.0,22207.0,57628950,57628950,14407237.5,14407237.5,0.0
104,1CYG1pJhRTuXdtfqMCTPtbHM6yUUs5ZQu9,270222.0,1,2,1.0,1,1,0,270222.0,270222.0,270222.0,270222.0,1352750,1352750,1352750.0,1352750.0,0.0
105,17dKEEf1xqY9YX2L2W33c3xGjPX5yK28XL,1122821.0,27,14,1.2727272727272727,126,99,0,31239.0,25443.333333333332,45486.0,2124.0,155716819,154983354,1037730.2727272727,809204.3571428572,1655575.0
106,3LSgT7V4kqP3xJUpHYD4iaG58T4TtaGcg1,1325538.0,1,2,1.0,1,1,0,1325538.0,1325538.0,1325538.0,1325538.0,61687,61687,61687.0,61687.0,0.0
107,17A1EvCynxcDapexDNTgwxsfie1QdivZ6D,1451103.0,92,15,0.19047619047619047,92,483,0,64375.5,64375.5,83294.0,45457.0,14188065266585,14151638503444,3957368624.6666665,16217112124.75,3500000774.0
108,bc1q4yer0uez9q80vyq72m4hgm8jtvdnak8xp5fndv,155.0,2,1,1.0,1,1,0,155.0,155.0,155.0,155.0,237023897,237023897,237023897.0,237023897.0,237023897.0
109,13yUPMFuEbhnf8whNes2AgmpHkya8xpMfA,1450.0,2,1,1.0,1,1,0,1450.0,1450.0,1450.0,1450.0,4479520,4479520,4479520.0,4479520.0,4479520.0
110,3QpLCxKjRNK7mKDbrWnyshXquguqWaQGWs,3905.0,2,1,1.0,1,1,0,3905.0,3905.0,3905.0,3905.0,551760,551760,551760.0,551760.0,551760.0
111,bc1q8f5vnlgyrtue3uqp7kzngpautg06dt9h9hw86m,22870.0,1950,1,0.9230769230769231,936,1014,0,114.5,649.625,2232.0,0.0,2745338081,2745338081,2888134.769230769,2948937.3333333335,2928568656.0
112,1G882g1X9WvnG7K9YT48EzBMoPVMGMj4NM,9442012.0,1,2,1.0,1,1,0,9442012.0,9442012.0,9442012.0,9442012.0,14714,14714,14714.0,14714.0,0.0
113,bc1q4mtgh25d9tv8esjup8g0tk9n6t74dv0aafd7x0,0.0,2,1,1.0,1,1,0,0.0,0.0,0.0,0.0,238055267,238055267,238055267.0,238055267.0,238055267.0
114,3GDqLS7RyRccbpMdsUAmiTxWLZz9J8o5g8,0.0,2,1,1.0,1,1,0,0.0,0.0,0.0,0.0,40221256,40221256,40221256.0,40221256.0,40221256.0
115,1AWTh5PcFXQyHVAStLW4SUNoQj1oJ5YTYU,9849921.0,2,10,1.0,6,6,0,124538.0,109442.6,213269.0,6864.0,3960820,3960820,660136.6666666666,660136.6666666666,260034.0
116,1NV7kBN6Aefq4yt5798QMjgYpF8va2d5mP,2237804.0,10,12,1.5,30,20,0,16701.0,17920.4,30383.0,3959.0,321524905,321524905,10218507.1,6000287.4,4211875.0
117,1DPSdwaKg1JnXdfDtoJLsD839tiqhB8C3m,4047325.0,9,18,0.9230769230769231,36,39,0,123480.0,128229.14285714286,319570.0,10117.0,7098996,7098996,129658.76923076923,121588.66666666667,119933.0
118,3NQyKKySZ6MCutqzLQ7odkYxK6kV8kTALH,426554.0,378,4,1.0833333333333333,351,324,0,10327.0,10327.0,16285.0,4369.0,357716793,357716793,726171.5833333334,380526.6153846154,3952298.0
119,15UUL6tqV1Sc6LTz77derpkfvosvjE2Ehg,16296875.0,4,7,2.6666666666666665,8,3,0,2442551.0,2442551.0,2442551.0,2442551.0,23708841,19752061,6584020.333333333,2963605.125,0.0
120,3DtkAhuV3zvgdEKdmr636cRPvBoLJpu56T,12019177.0,5,7,0.9230769230769231,12,13,0,986.0,1089.4444444444443,2508.0,0.0,104947599,104947599,6368119.923076923,6059665.75,21673209.0
121,35u8prUTyhK87Juf5NYYh8hZmgEwHDKTU2,1036660.0,66,13,1.0833333333333333,429,396,0,3176.0,3810.1666666666665,11135.0,1485.0,836940699,835475794,538255.1666666666,534705.0,694209.0
122,1Gh3NhHCeu1VaP5NLK32cKXR6rFS3shR6C,17989342.0,36,14,0.9230769230769231,108,117,0,9854.0,36358.0,128240.0,1233.0,15963162997,15963162997,159399499.0,167267373.91666666,49970000.0
123,bc1qtvvas8l354gvgyq4cddmpj8alfut56tm73pnh9,75793.0,1,2,1.0,1,1,0,75793.0,75793.0,75793.0,75793.0,27717292,27717292,27717292.0,27717292.0,0.0
124,1BjaLMdDzKU9twNSuiWd6PYnSqQ5esh3dR,1731204.0,58,21,24.0,696,29,0,0.0,0.0,0.0,0.0,779357438,756911416,2865628.0,230855.58333333334,83103212.0
125,1JXMPgs1ox18hpPxRfUNEcx9i48D2ackPx,25467554.0,6,23,0.9230769230769231,36,39,0,84771.0,141668.125,408598.0,1761.0,143340300,143340300,934215.3846153846,896216.6666666666,774100.0
126,3FnFniTTHatbfY9uv2X63tVaJsJWdPBFd3,1335558.0,3,2,1.0,2,2,0,4748.0,4748.0,4748.0,4748.0,816486,816486,408243.0,408243.0,816486.0
127,16keYfNtr1ap7byyhrwtWiGrMHngBsgUC5,1122656.0,42,14,0.9230769230769231,168,182,0,4942.5,6281.0,10720.0,3931.0,856503310000,856503310000,1146153846.1538463,1158333333.3333333,1600000000.0
128,341FP2MQmA1CjAtsNUHbuC9srCztrArWTo,66392.0,1,2,1.0,1,1,0,66392.0,66392.0,66392.0,66392.0,204312,204312,204312.0,204312.0,0.0
129,3J7LiSbrNTrEDweySQBj25D9823Es1uKkc,12146177.0,4,23,3.1666666666666665,38,12,0,3980214.0,3980214.0,3980214.0,3980214.0,1110214,1105550,118747.83333333333,22501.315789473683,0.0
130,31mHsuzT6L7NR9zdqmLAEND5uMV9Q4FPNf,113911.0,1,2,1.0,1,1,0,113911.0,113911.0,113911.0,113911.0,1028,1028,1028.0,1028.0,0.0
131,bc1q866sv2stppgtywjejsjj3xsfrsm5e2f5zqwsx9z0qcx9k34f0xlqaslnwr,190209.0,6750,3,0.7857142857142857,7425,9450,0,12973.0,12899.582352941177,12973.0,685.0,34311278894693,34311278894693,524484214.28571427,511680181.8181818,2033055000.0
132,34FaP12vw3sBrFyfEi3dErutWCwsXahs5D,4380.0,2,1,1.0,1,1,0,4380.0,4380.0,4380.0,4380.0,2085740,2085740,2085740.0,2085740.0,2085740.0
133,17sPLzoTGwv6k1qcFkECKoEfuCToc9Z17D,2057874.0,8,13,0.9230769230769231,48,52,0,20219.5,22487.5,53901.0,5247.0,62588938,62588938,847100.3076923077,838382.5,885841.0
134,3LKC29VJcyEyTJ7TsGzvtDJdvud1vCydPW,173955.0,1,2,1.0,1,1,0,173955.0,173955.0,173955.0,173955.0,5741291,5741291,5741291.0,5741291.0,0.0
